id,latitude,longitude,part_nmbr,serial_nmbr,information,information2,dimension,weight,origin,mobileapp_version_number,gps_precision,gps_age,gps_altitude,organizations_id,users_id,created,modified,modified_merged,crud,deleted,modified_timezone,object_categories_id,object_types_id,object_events_id,object_statuses_id,Detected
412404684,56.308133156861,10.629059733827,,,,,,,MobileApp,6.1.6368,0,1586888637402,0,241136,630302021,2020-04-14T18:27:50,2020-04-14T18:27:50,2020-04-14T18:23:57,C,,2020-04-14T18:23:57,100533,301432,500772,701063,42069
412404685,56.308095918146,10.629427604847,,,,,,,MobileApp,6.1.6229,0,1591616563232,0,241136,630302021,2020-04-14T18:27:50,2020-06-08T11:42:48,2020-06-08T11:42:43,U,,2020-06-08T11:42:43,100533,301432,500772,701063,42069
412404686,56.308051795442,10.62951919117,,,,,,,MobileApp,6.1.6229,0,1591616553186,0,241136,630302021,2020-04-14T18:27:50,2020-06-08T11:42:48,2020-06-08T11:42:33,U,,2020-06-08T11:42:33,100533,301432,500772,701063,42069
412404687,56.307986519489,10.629418234349,,,,,,,MobileApp,6.1.6229,0,1591616541448,0,241136,630302021,2020-04-14T18:27:50,2020-06-08T11:42:48,2020-06-08T11:42:21,U,,2020-06-08T11:42:21,100533,301432,500772,701063,42069
412404688,56.307913374867,10.629099773227,,,,,,,MobileApp,6.1.6229,0,1591616531218,0,241136,630302021,2020-04-14T18:27:50,2020-06-08T11:42:48,2020-06-08T11:42:11,U,,2020-06-08T11:42:11,100533,301432,500772,701063,42069
412404689,56.307945327067,10.628782593298,,,,,,,MobileApp,6.1.6229,0,1591616514248,0,241136,630302021,2020-04-14T18:27:50,2020-06-08T11:42:48,2020-06-08T11:41:54,U,,2020-06-08T11:41:54,100533,301432,500772,701063,42069
412404690,56.307977787674,10.628465958052,,,,,,,MobileApp,6.1.6229,0,1591616505382,0,241136,630302021,2020-04-14T18:27:50,2020-06-08T11:42:47,2020-06-08T11:41:45,U,,2020-06-08T11:41:45,100533,301432,500772,701063,42069
412404691,56.308009753815,10.628151291958,,,,,,,MobileApp,6.1.6368,0,1586888745432,0,241136,630302021,2020-04-14T18:27:50,2020-04-14T18:27:50,2020-04-14T18:25:45,C,,2020-04-14T18:25:45,100533,301432,500772,701063,42069
412404692,56.308040590312,10.627834497193,,,,,,,MobileApp,6.1.6368,0,1586888754083,0,241136,630302021,2020-04-14T18:27:50,2020-04-14T18:27:50,2020-04-14T18:25:54,C,,2020-04-14T18:25:54,100533,301432,500772,701063,42069
412404693,56.307857114385,10.628018942293,,,,,,,MobileApp,6.1.6229,0,1591132330940,0,241136,630302026,2020-04-14T18:27:50,2020-06-02T21:15:15,2020-06-02T21:12:10,U,,2020-06-02T21:12:10,100533,301432,500772,701063,42069
